location,city,bedrooms,bathrooms,price_pkr,size_sqft,price_per_sqft,log_price,days_since_listed,society_type,dha_phase,isb_sector_tier,is_premium_area,phase_number
"Dha Phase 6, Dha Defence",Lahore,5.0,6.0,92800000.0,4500.0,20622.222222222223,18.34595720853229,5.0,DHA,6,0,1,6
"Dha Phase 7, Dha Defence",Lahore,5.0,6.0,64500000.0,4500.0,14333.333333333334,17.98217579726988,5.0,DHA,7,0,0,7
"Dha Phase 7 - Block Y, Dha Phase 7",Lahore,5.0,6.0,67500000.0,4500.0,15000.0,18.02763817065757,5.0,DHA,7,0,0,7
"Dha Phase 8, Dha Defence",Lahore,4.0,5.0,48500000.0,2250.0,21555.555555555555,17.697074376526267,5.0,DHA,8,0,0,8
"Dha Phase 7, Dha Defence",Lahore,5.0,6.0,49000000.0,2250.0,21777.777777777777,17.707330876483063,5.0,DHA,7,0,0,7
"Dha Phase 6, Dha Defence",Lahore,6.0,7.0,112500000.0,4500.0,25000.0,18.538463788497637,0.7916666666666666,DHA,6,0,1,6
"Dha Phase 6, Dha Defence",Lahore,6.0,7.0,115000000.0,4500.0,25555.555555555555,18.560442695023177,0.7916666666666666,DHA,6,0,1,6
"Dha Phase 6, Dha Defence",Lahore,6.0,7.0,119900000.0,4500.0,26644.444444444445,18.602168628338028,0.7916666666666666,DHA,6,0,1,6
"Dha Phase 6, Dha Defence",Lahore,5.0,6.0,97500000.0,4500.0,21666.666666666668,18.395362946224484,0.7916666666666666,DHA,6,0,1,6
"Dha Phase 6, Dha Defence",Lahore,6.0,7.0,117500000.0,4500.0,26111.11111111111,18.581948900059125,0.7916666666666666,DHA,6,0,1,6
"Dha Phase 6, Dha Defence",Lahore,6.0,7.0,122500000.0,4500.0,27222.222222222223,18.623621596112322,0.7916666666666666,DHA,6,0,1,6
"Dha Phase 5, Dha Defence",Lahore,5.0,6.0,59000000.0,2250.0,26222.222222222223,17.893048018819147,5.0,DHA,5,0,1,5
"Lake City Meadows Phase 1, Lake City Meadows",Lahore,5.0,6.0,55000000.0,4500.0,12222.222222222223,17.822843761378564,5.0,Private,0,0,0,1
"Lake City Meadows Phase 1, Lake City Meadows",Lahore,3.0,4.0,20500000.0,1125.0,18222.222222222223,16.835935492889124,5.0,Private,0,0,0,1
"Lake City Meadows Phase 1, Lake City Meadows",Lahore,4.0,5.0,37500000.0,2250.0,16666.666666666668,17.439851517607305,5.0,Private,0,0,0,1
"Lake City Meadows Phase 1, Lake City Meadows",Lahore,5.0,6.0,61000000.0,4500.0,13555.555555555555,17.926384438531027,5.0,Private,0,0,0,1
"Dha 9 Town, Dha Defence",Lahore,3.0,4.0,23500000.0,1125.0,20888.88888888889,16.97251102166758,5.0,DHA,9,0,0,0
"Dha Phase 6 - Block J, Dha Phase 6",Lahore,5.0,6.0,83500000.0,4950.0,16868.68686868687,18.24035720179713,5.0,DHA,6,0,1,6
"Jubilee Town - Block F, Jubilee Town",Lahore,6.0,6.0,22000000.0,1125.0,19555.555555555555,16.906553056777135,5.0,Other,0,0,0,0
"Jubilee Town, Lahore",Lahore,5.0,6.0,39000000.0,2250.0,17333.333333333332,17.479072229734946,5.0,Other,0,0,0,0
"Dha 9 Town, Dha Defence",Lahore,3.0,4.0,21800000.0,1125.0,19377.777777777777,16.897420573630875,5.0,DHA,9,0,0,0
"Jubilee Town - Block F, Jubilee Town",Lahore,5.0,6.0,21500000.0,1125.0,19111.11111111111,16.88356353960952,5.0,Other,0,0,0,0
"Jubilee Town - Block F, Jubilee Town",Lahore,5.0,6.0,20500000.0,1125.0,18222.222222222223,16.835935492889124,5.0,Other,0,0,0,0
"Nespak Scheme Phase 3, Defence Road",Lahore,6.0,6.0,64500000.0,4387.5,14700.854700854701,17.98217579726988,0.5416666666666666,DHA,3,0,0,3
"Khuda Buksh Colony, Cantt",Lahore,3.0,4.0,28500000.0,1575.0,18095.238095238095,17.1654146803266,0.5416666666666666,Established,0,0,0,0
"Dha Phase 6, Dha Defence",Lahore,5.0,6.0,94900000.0,4500.0,21088.88888888889,18.368334274117565,0.7916666666666666,DHA,6,0,1,6
"Dha Phase 6, Dha Defence",Lahore,5.0,6.0,85000000.0,4500.0,18888.88888888889,18.258161826219297,0.7916666666666666,DHA,6,0,1,6
"Dha Phase 6, Dha Defence",Lahore,5.0,6.0,87500000.0,4500.0,19444.444444444445,18.287149362756413,0.7916666666666666,DHA,6,0,1,6
"Dha Phase 6, Dha Defence",Lahore,5.0,6.0,89900000.0,4500.0,19977.777777777777,18.31420851056532,0.7916666666666666,DHA,6,0,1,6
"Dha Phase 6, Dha Defence",Lahore,5.0,6.0,90000000.0,4500.0,20000.0,18.31532023940565,0.7916666666666666,DHA,6,0,1,6
"Dha 11 Rahbar Phase 2, Dha 11 Rahbar",Lahore,3.0,4.0,23000000.0,1125.0,20444.444444444445,16.951004817371683,5.0,DHA,11,0,0,2
"Lda Avenue - Block J, Lda Avenue",Lahore,6.0,6.0,42500000.0,2250.0,18888.88888888889,17.565014657424058,5.0,Other,0,0,0,0
"Lda Avenue - Block J, Lda Avenue",Lahore,6.0,6.0,33500000.0,2250.0,14888.888888888889,17.32705602664604,5.0,Other,0,0,0,0
"Askari 10 - Sector F, Askari 10",Lahore,4.0,5.0,95000000.0,3825.0,24836.601307189543,18.36938746009113,5.0,Askari,0,0,0,10
"Valencia Housing Society, Lahore",Lahore,5.0,6.0,96000000.0,4500.0,21333.333333333332,18.379858759848776,5.0,Private,0,0,0,0
"Valencia Housing Society, Lahore",Lahore,5.0,7.0,78000000.0,4500.0,17333.333333333332,18.17221939747438,6.0,Private,0,0,0,0
"Dha Phase 7 - Block S, Dha Phase 7",Lahore,5.0,6.0,69900000.0,4500.0,15533.333333333334,18.06257622151019,6.0,DHA,7,0,0,7
"Bankers Avenue Cooperative Housing Society, Lahore",Lahore,4.0,5.0,30000000.0,2025.0,14814.814814814816,17.216707972959764,6.0,Other,0,0,0,0
"Dha 9 Town, Dha Defence",Lahore,3.0,4.0,20500000.0,1125.0,18222.222222222223,16.835935492889124,6.0,DHA,9,0,0,0
"Eden City, Eden",Lahore,5.0,6.0,69900000.0,4500.0,15533.333333333334,18.06257622151019,6.0,Private,0,0,0,0
"Eden Avenue, Eden",Lahore,4.0,5.0,38500000.0,2700.0,14259.25925925926,17.46616882523204,6.0,Private,0,0,0,0
"Military Accounts Housing Society, Lahore",Lahore,4.0,4.0,15500000.0,787.5,19682.539682539682,16.5563506464056,0.8333333333333333,Other,0,0,0,0
"Dha Phase 6, Dha Defence",Lahore,6.0,7.0,125000000.0,4500.0,27777.777777777777,18.643824303266577,0.8333333333333333,DHA,6,0,1,6
"Dha Phase 6 - Block K, Dha Phase 6",Lahore,5.0,7.0,87500000.0,4500.0,19444.444444444445,18.287149362756413,0.8333333333333333,DHA,6,0,1,6
"Dha Phase 7, Dha Defence",Lahore,5.0,7.0,76500000.0,4500.0,17000.0,18.15280131186866,0.8333333333333333,DHA,7,0,0,7
"Eden Avenue, Eden",Lahore,4.0,5.0,35100000.0,2700.0,13000.0,17.373711716926124,6.0,Private,0,0,0,0
"Dha Phase 7, Dha Defence",Lahore,4.0,5.0,43300000.0,2250.0,19244.444444444445,17.583663216067407,6.0,DHA,7,0,0,7
"Dha 9 Town - Block A, Dha 9 Town",Lahore,3.0,4.0,30000000.0,1125.0,26666.666666666668,17.216707972959764,6.0,DHA,9,0,0,0
"Dha 9 Town - Block B, Dha 9 Town",Lahore,3.0,4.0,26500000.0,1125.0,23555.555555555555,17.0926553286923,6.0,DHA,9,0,0,0
"Dha 9 Town - Block D, Dha 9 Town",Lahore,3.0,4.0,24500000.0,1125.0,21777.777777777777,17.01418371633128,6.0,DHA,9,0,0,0
"Dha 9 Town - Block D, Dha 9 Town",Lahore,3.0,4.0,24000000.0,1125.0,21333.333333333332,16.993564429978885,6.0,DHA,9,0,0,0
"Dha 9 Town - Block D, Dha 9 Town",Lahore,3.0,4.0,22500000.0,1125.0,20000.0,16.929025911619092,6.0,DHA,9,0,0,0
"Dha 9 Town - Block A, Dha 9 Town",Lahore,3.0,4.0,27500000.0,1125.0,24444.444444444445,17.129696599000436,6.0,DHA,9,0,0,0
"Dha Phase 7, Dha Defence",Lahore,4.0,5.0,46800000.0,2250.0,20800.0,17.661393782255395,6.0,DHA,7,0,0,7
"Dha Phase 7, Dha Defence",Lahore,4.0,5.0,45800000.0,2250.0,20355.555555555555,17.639794670918473,6.0,DHA,7,0,0,7
"Wapda Town Phase 1 - Block E1, Wapda Town Phase 1",Lahore,7.0,7.0,65000000.0,4500.0,14444.444444444445,17.989897843244528,6.0,Private,0,0,0,1
"Valencia Housing Society, Lahore",Lahore,7.0,7.0,65000000.0,4500.0,14444.444444444445,17.989897843244528,6.0,Private,0,0,0,0
"Dha Phase 7, Dha Defence",Lahore,5.0,7.0,71000000.0,4500.0,15777.777777777777,18.078190449090098,0.8333333333333333,DHA,7,0,0,7
"Dha Phase 1 - Block M, Dha Phase 1",Lahore,4.0,5.0,79000000.0,4500.0,17555.555555555555,18.184958423089522,0.8333333333333333,DHA,1,0,0,1
"Dha Phase 5 - Block A, Dha Phase 5",Lahore,5.0,6.0,97500000.0,4500.0,21666.666666666668,18.395362946224484,0.8333333333333333,DHA,5,0,1,5
"Dha Phase 1 - Block C, Dha Phase 1",Lahore,5.0,6.0,60000000.0,4500.0,13333.333333333334,17.909855136853043,0.8333333333333333,DHA,1,0,0,1
"Dha Phase 5 - Block A, Dha Phase 5",Lahore,5.0,6.0,84500000.0,4500.0,18777.777777777777,18.252262104161723,0.8333333333333333,DHA,5,0,1,5
"Lda Avenue - Block J, Lda Avenue",Lahore,6.0,6.0,36000000.0,2250.0,16000.0,17.399029524198163,6.0,Other,0,0,0,0
"Jubilee Town, Lahore",Lahore,3.0,4.0,13500000.0,675.0,20000.0,16.41820031748273,6.0,Other,0,0,0,0
"Jubilee Town, Lahore",Lahore,3.0,4.0,15000000.0,675.0,22222.222222222223,16.52356082573315,6.0,Other,0,0,0,0
"Jubilee Town - Block B, Jubilee Town",Lahore,6.0,7.0,39000000.0,2250.0,17333.333333333332,17.479072229734946,6.0,Other,0,0,0,0
"Jubilee Town, Lahore",Lahore,5.0,6.0,21500000.0,1125.0,19111.11111111111,16.88356353960952,6.0,Other,0,0,0,0
"Jubilee Town, Lahore",Lahore,5.0,6.0,37900000.0,2250.0,16844.444444444445,17.450461696437877,6.0,Other,0,0,0,0
"Jubilee Town, Lahore",Lahore,5.0,6.0,21500000.0,1125.0,19111.11111111111,16.88356353960952,6.0,Other,0,0,0,0
"Jubilee Town - Block F, Jubilee Town",Lahore,5.0,6.0,20500000.0,1125.0,18222.222222222223,16.835935492889124,6.0,Other,0,0,0,0
"Lda Avenue - Block M, Lda Avenue",Lahore,6.0,6.0,32500000.0,2250.0,14444.444444444445,17.296750678069195,6.0,Other,0,0,0,0
"Jubilee Town, Lahore",Lahore,5.0,6.0,21500000.0,1125.0,19111.11111111111,16.88356353960952,6.0,Other,0,0,0,0
"Lda Avenue - Block M, Lda Avenue",Lahore,7.0,6.0,33500000.0,2250.0,14888.888888888889,17.32705602664604,6.0,Other,0,0,0,0
"Lda Avenue - Block J, Lda Avenue",Lahore,6.0,7.0,40000000.0,2250.0,17777.777777777777,17.50439003707821,6.0,Other,0,0,0,0
"Johar Town Phase 1 - Block F2, Johar Town Phase 1",Lahore,5.0,5.0,46500000.0,2250.0,20666.666666666668,17.65496289206296,0.7083333333333333,Established,0,0,0,1
"Pgechs Phase 2, Punjab Govt Employees Society",Lahore,6.0,6.0,38000000.0,2250.0,16888.88888888889,17.453096744006448,0.8333333333333333,Other,0,0,0,2
"Township, Lahore",Lahore,8.0,6.0,35000000.0,2250.0,15555.555555555555,17.370858648025116,0.8333333333333333,Other,0,0,0,0
"Township, Lahore",Lahore,5.0,5.0,35000000.0,2250.0,15555.555555555555,17.370858648025116,0.8333333333333333,Other,0,0,0,0
"Sadat Cooperative Housing Society (College Town), Lahore",Lahore,4.0,4.0,16500000.0,900.0,18333.333333333332,16.61887099947687,0.9166666666666666,Other,0,0,0,0
"Dha Phase 8, Dha Defence",Lahore,6.0,6.0,185000000.0,4500.0,41111.11111111111,19.035866388448003,0.875,DHA,8,0,0,8
"Dha Phase 5, Dha Defence",Lahore,5.0,5.0,92500000.0,2250.0,41111.11111111111,18.342719213293464,0.9166666666666666,DHA,5,0,1,5
"Dha Phase 4, Dha Defence",Lahore,4.0,5.0,62500000.0,2700.0,23148.14814814815,17.95067713070663,0.9166666666666666,DHA,4,0,0,4
"Dha Phase 3, Dha Defence",Lahore,4.0,5.0,57500000.0,2250.0,25555.555555555555,17.867295523158884,0.9166666666666666,DHA,3,0,0,3
"Dha Phase 6, Dha Defence",Lahore,4.0,5.0,52500000.0,2250.0,23333.333333333332,17.77632374660947,0.9166666666666666,DHA,6,0,1,6
"Dha Phase 8, Dha Defence",Lahore,5.0,5.0,54000000.0,2250.0,24000.0,17.804494623047066,0.9166666666666666,DHA,8,0,0,8
"Dha Phase 7, Dha Defence",Lahore,4.0,5.0,51000000.0,2250.0,22666.666666666668,17.747336210296442,0.9166666666666666,DHA,7,0,0,7
"Lda Avenue - Block J, Lda Avenue",Lahore,6.0,7.0,42500000.0,2250.0,18888.88888888889,17.565014657424058,6.0,Other,0,0,0,0
"Lda Avenue - Block M, Lda Avenue",Lahore,8.0,6.0,59500000.0,4500.0,13222.222222222223,17.90148688732258,6.0,Other,0,0,0,0
"Model Town, Lahore",Lahore,6.0,6.0,170000000.0,4500.0,37777.77777777778,18.951309000896888,6.0,Established,0,0,1,0
"Model Town, Lahore",Lahore,6.0,7.0,90000000.0,4500.0,20000.0,18.31532023940565,6.0,Established,0,0,1,0
"Dha Phase 4, Dha Defence",Lahore,4.0,5.0,41500000.0,1800.0,23055.555555555555,17.541204009297314,6.0,DHA,4,0,0,4
"Model Town, Lahore",Lahore,5.0,5.0,105000000.0,4500.0,23333.333333333332,18.46947091764561,6.0,Established,0,0,1,0
"Faisal Town, Lahore",Lahore,5.0,5.0,75000000.0,4500.0,16666.666666666668,18.132998684833918,6.0,Private,0,0,0,0
"Dha Phase 7, Dha Defence",Lahore,4.0,5.0,55000000.0,2250.0,24444.444444444445,17.822843761378564,6.0,DHA,7,0,0,7
"Punjab Coop Housing Society, Lahore",Lahore,5.0,6.0,75000000.0,4500.0,16666.666666666668,18.132998684833918,6.0,Other,0,0,0,0
"Lda Avenue, Lahore",Lahore,5.0,6.0,38000000.0,2250.0,16888.88888888889,17.453096744006448,6.0,Other,0,0,0,0
"Al-Amin Housing Society, Lahore",Lahore,3.0,4.0,21000000.0,1125.0,18666.666666666668,16.860033043306743,0.9583333333333333,Other,0,0,0,0
"Punjab Small Industries Colony, Lahore",Lahore,4.0,5.0,21000000.0,1575.0,13333.333333333334,16.860033043306743,0.9583333333333333,Other,0,0,0,0
"Al Haram Garden - Block A, Al Haram Garden",Lahore,3.0,4.0,9000000.0,675.0,13333.333333333334,16.012735246411598,1.0,Other,0,0,0,0
"Al-Kabir Phase 2 - Block B, Al-Kabir Town - Phase 2",Lahore,4.0,4.0,15000000.0,675.0,22222.222222222223,16.52356082573315,1.0,Other,0,0,0,2
"Formanites Housing Scheme - Block N, Formanites Housing Scheme",Lahore,5.0,6.0,31000000.0,2250.0,13777.777777777777,17.249497794707484,1.0,Other,0,0,0,0
"Dha Phase 6, Dha Defence",Lahore,4.0,5.0,69000000.0,2250.0,30666.666666666668,18.049617077054286,0.9166666666666666,DHA,6,0,1,6
"Dha Phase 7, Dha Defence",Lahore,4.0,5.0,51500000.0,2250.0,22888.88888888889,17.75709238505144,0.9166666666666666,DHA,7,0,0,7
"Dha Phase 6, Dha Defence",Lahore,4.0,4.0,65000000.0,2250.0,28888.88888888889,17.989897843244528,0.9166666666666666,DHA,6,0,1,6
"Clifton Colony, Lahore",Lahore,3.0,3.0,17000000.0,1125.0,15111.111111111111,16.648723960844016,0.9166666666666666,Established,0,0,0,0
"Park View City - Tulip Block, Park View City",Lahore,4.0,4.0,23000000.0,1125.0,20444.444444444445,16.951004817371683,0.9166666666666666,Private,0,0,0,0
"Park View City - Executive Block, Park View City",Lahore,4.0,4.0,24500000.0,1125.0,21777.777777777777,17.01418371633128,0.9166666666666666,Private,0,0,0,0
"Dha Phase 8, Dha Defence",Lahore,4.0,5.0,50000000.0,2250.0,22222.222222222223,17.72753358339242,0.9166666666666666,DHA,8,0,0,8
"Super Town, Lahore",Lahore,3.0,4.0,31500000.0,1125.0,28000.0,17.265498135541893,0.9166666666666666,Other,0,0,0,0
"Dha 9 Town, Dha Defence",Lahore,3.0,4.0,22000000.0,1125.0,19555.555555555555,16.906553056777135,6.0,DHA,9,0,0,0
"Dha 9 Town, Dha Defence",Lahore,4.0,5.0,58000000.0,2250.0,25777.777777777777,17.87595358575207,6.0,DHA,9,0,0,0
"Dha Phase 6 - Block C, Dha Phase 6",Lahore,5.0,7.0,105000000.0,4500.0,23333.333333333332,18.46947091764561,6.0,DHA,6,0,1,6
"Dha 9 Town, Dha Defence",Lahore,3.0,4.0,21000000.0,1125.0,18666.666666666668,16.860033043306743,6.0,DHA,9,0,0,0
"Dha 9 Town, Dha Defence",Lahore,4.0,5.0,38500000.0,1800.0,21388.88888888889,17.46616882523204,6.0,DHA,9,0,0,0
"Dha 9 Town, Dha Defence",Lahore,3.0,4.0,24500000.0,1125.0,21777.777777777777,17.01418371633128,6.0,DHA,9,0,0,0
"Bankers Avenue Cooperative Housing Society, Lahore",Lahore,5.0,6.0,33500000.0,2250.0,14888.888888888889,17.32705602664604,6.0,Other,0,0,0,0
"Eme Society - Block D, Eme Society",Lahore,5.0,6.0,70000000.0,4500.0,15555.555555555555,18.064005814299346,6.0,Other,0,0,0,0
"Model Town, Lahore",Lahore,5.0,5.0,100000000.0,4500.0,22222.222222222223,18.420680753952364,6.0,Established,0,0,1,0
"Model Town, Lahore",Lahore,5.0,5.0,70000000.0,2250.0,31111.11111111111,18.064005814299346,6.0,Established,0,0,1,0
"Marghzar Officers Colony, Lahore",Lahore,6.0,6.0,41500000.0,2250.0,18444.444444444445,17.541204009297314,1.0,Other,0,0,0,0
"Marghzar Officers Colony, Lahore",Lahore,7.0,6.0,60000000.0,4500.0,13333.333333333334,17.909855136853043,1.0,Other,0,0,0,0
"Marghzar Officers Colony, Lahore",Lahore,6.0,6.0,34500000.0,2250.0,15333.333333333334,17.356469910987094,1.0,Other,0,0,0,0
"Marghzar Officers Colony, Lahore",Lahore,5.0,6.0,40000000.0,2700.0,14814.814814814816,17.50439003707821,1.0,Other,0,0,0,0
"Marghzar Officers Colony, Lahore",Lahore,3.0,4.0,15500000.0,1125.0,13777.777777777777,16.5563506464056,1.0,Other,0,0,0,0
"Model Town - Block K, Model Town",Lahore,5.0,5.0,120000000.0,4500.0,26666.666666666668,18.603002309079653,0.9166666666666666,Established,0,0,1,0
"Etihad Town Phase 1 - Block C, Etihad Town Phase 1",Lahore,4.0,5.0,28000000.0,1125.0,24888.88888888889,17.147715103853763,0.9166666666666666,Other,0,0,0,1
"Union Town, Abdul Sattar Edhi Road",Lahore,2.0,2.0,9000000.0,990.0000000000001,9090.90909090909,16.012735246411598,0.9166666666666666,Other,0,0,0,0
"Pgechs Phase 2, Punjab Govt Employees Society",Lahore,6.0,7.0,55000000.0,4500.0,12222.222222222223,17.822843761378564,0.9166666666666666,Other,0,0,0,2
"Military Accounts Housing Society, Lahore",Lahore,5.0,5.0,29000000.0,1800.0,16111.111111111111,17.182806422433504,0.9166666666666666,Other,0,0,0,0
"Iep Engineers Town - Sector A, Iep Engineers Town",Lahore,6.0,6.0,39500000.0,2250.0,17555.555555555555,17.491811255187805,0.9166666666666666,Other,0,0,0,0
"Paragon City, Lahore",Lahore,3.0,4.0,24000000.0,1125.0,21333.333333333332,16.993564429978885,6.0,Private,0,0,0,0
"Green City, Lahore",Lahore,5.0,6.0,45000000.0,2250.0,20000.0,17.622173069956816,6.0,Other,0,0,0,0
"Green City, Lahore",Lahore,3.0,4.0,25000000.0,1125.0,22222.222222222223,17.034386422832473,6.0,Other,0,0,0,0
"Paragon City, Lahore",Lahore,3.0,4.0,23500000.0,1125.0,20888.88888888889,16.97251102166758,6.0,Private,0,0,0,0
"Green City, Lahore",Lahore,3.0,4.0,23000000.0,1125.0,20444.444444444445,16.951004817371683,6.0,Other,0,0,0,0
"Paragon City, Lahore",Lahore,5.0,6.0,38000000.0,2250.0,16888.88888888889,17.453096744006448,6.0,Private,0,0,0,0
"Model Town Link Road, Model Town",Lahore,5.0,5.0,75000000.0,4500.0,16666.666666666668,18.132998684833918,6.0,Established,0,0,1,0
"Dha Phase 6 - Block G, Dha Phase 6",Lahore,6.0,7.0,175000000.0,4500.0,38888.88888888889,18.980296537602072,6.0,DHA,6,0,1,6
"Johar Town, Lahore",Lahore,6.0,5.0,87500000.0,4500.0,19444.444444444445,18.287149362756413,6.0,Established,0,0,0,0
"Johar Town, Lahore",Lahore,11.0,7.0,80000000.0,4500.0,17777.777777777777,18.197537205138154,6.0,Established,0,0,0,0
"Johar Town Phase 2, Johar Town",Lahore,5.0,6.0,34500000.0,1125.0,30666.666666666668,17.356469910987094,6.0,Established,0,0,0,2
"Gulberg, Lahore",Lahore,4.0,4.0,65000000.0,2700.0,24074.074074074073,17.989897843244528,1.0,Established,0,0,0,0
"Central Park Housing Scheme, Lahore",Lahore,5.0,6.0,37000000.0,2250.0,16444.444444444445,17.426428497635523,1.0,Private,0,0,0,0
"Bahria Town - Sector E, Bahria Town",Lahore,3.0,3.0,16500000.0,1372.5,12021.857923497268,16.61887099947687,1.0,Bahria,0,0,0,0
"Lake City - Sector M7 - Block C1, Lake City - Sector M-7",Lahore,4.0,4.0,30000000.0,1125.0,26666.666666666668,17.216707972959764,1.0,Private,0,0,0,0
"Palm City, Ferozepur Road",Lahore,4.0,5.0,14000000.0,787.5,17777.777777777777,16.454567959008102,1.0,Other,0,0,0,0
"Union Green, College Road",Lahore,4.0,4.0,16500000.0,675.0,24444.444444444445,16.61887099947687,0.9166666666666666,Other,0,0,0,0
"Nasheman-E-Iqbal Phase 2, Nasheman-E-Iqbal",Lahore,3.0,4.0,16500000.0,1125.0,14666.666666666666,16.61887099947687,0.9166666666666666,Other,0,0,0,2
"Allama Iqbal Town, Lahore",Lahore,5.0,6.0,30000000.0,2250.0,13333.333333333334,17.216707972959764,0.9166666666666666,Other,0,0,0,0
"Zaheer Villas, Lahore",Lahore,3.0,4.0,14000000.0,900.0,15555.555555555555,16.454567959008102,0.9166666666666666,Other,0,0,0,0
"Allama Iqbal Town, Lahore",Lahore,4.0,5.0,45300000.0,2250.0,20133.333333333332,17.628817612528316,0.9166666666666666,Other,0,0,0,0
"Allama Iqbal Town - Umar Block, Allama Iqbal Town",Lahore,4.0,5.0,40000000.0,2250.0,17777.777777777777,17.50439003707821,0.9166666666666666,Other,0,0,0,0
"Allama Iqbal Town - Nizam Block, Allama Iqbal Town",Lahore,5.0,5.0,26500000.0,1125.0,23555.555555555555,17.0926553286923,0.9166666666666666,Other,0,0,0,0
"Johar Town, Lahore",Lahore,4.0,5.0,30000000.0,1800.0,16666.666666666668,17.216707972959764,6.0,Established,0,0,0,0
"Jubilee Town, Lahore",Lahore,5.0,6.0,22500000.0,1125.0,20000.0,16.929025911619092,6.0,Other,0,0,0,0
"Jubilee Town, Lahore",Lahore,5.0,6.0,23000000.0,1125.0,20444.444444444445,16.951004817371683,6.0,Other,0,0,0,0
"Johar Town, Lahore",Lahore,5.0,6.0,28500000.0,1125.0,25333.333333333332,17.1654146803266,6.0,Established,0,0,0,0
"Johar Town Phase 2, Johar Town",Lahore,5.0,6.0,26000000.0,1125.0,23111.11111111111,17.073607134447293,6.0,Established,0,0,0,2
"Dha Phase 7, Dha Defence",Lahore,5.0,6.0,77500000.0,4500.0,17222.222222222223,18.1657885072268,6.0,DHA,7,0,0,7
"Valencia Housing Society, Lahore",Lahore,6.0,6.0,96000000.0,4950.0,19393.939393939392,18.379858759848776,6.0,Private,0,0,0,0
"Askari 11, Askari",Lahore,4.0,5.0,41000000.0,2250.0,18222.222222222223,17.529082649058825,7.0,Askari,0,0,0,11
"Cantt, Lahore",Lahore,5.0,5.0,150000000.0,4950.0,30303.030303030304,18.826145858727198,7.0,Established,0,0,0,0
"Al Haram Garden, Lahore",Lahore,3.0,4.0,9500000.0,675.0,14074.074074074075,16.066802461833923,7.0,Other,0,0,0,0
"Safari Garden - Block A, Safari Garden Housing Scheme",Lahore,2.0,2.0,6500000.0,675.0,9629.62962962963,15.687312888712007,1.0,Other,0,0,0,0
"Central Park Housing Scheme, Lahore",Lahore,4.0,5.0,23500000.0,1125.0,20888.88888888889,16.97251102166758,1.0,Private,0,0,0,0
"Bahria Nasheman, Lahore",Lahore,3.0,4.0,16500000.0,1125.0,14666.666666666666,16.61887099947687,1.0,Bahria,0,0,0,0
"Marghzar Officers Colony, Lahore",Lahore,4.0,4.0,19500000.0,900.0,21666.666666666668,16.785925074816024,1.0,Other,0,0,0,0
"Allama Iqbal Town - Raza Block, Allama Iqbal Town",Lahore,5.0,5.0,59000000.0,2250.0,26222.222222222223,17.893048018819147,0.9166666666666666,Other,0,0,0,0
"Allama Iqbal Town, Lahore",Lahore,4.0,5.0,35000000.0,2250.0,15555.555555555555,17.370858648025116,0.9166666666666666,Other,0,0,0,0
"Allama Iqbal Town, Lahore",Lahore,5.0,6.0,60000000.0,2250.0,26666.666666666668,17.909855136853043,0.9166666666666666,Other,0,0,0,0
"Allama Iqbal Town, Lahore",Lahore,5.0,6.0,52500000.0,2250.0,23333.333333333332,17.77632374660947,0.9166666666666666,Other,0,0,0,0
"Allama Iqbal Town, Lahore",Lahore,4.0,4.0,28000000.0,1125.0,24888.88888888889,17.147715103853763,0.9166666666666666,Other,0,0,0,0
"Allama Iqbal Town, Lahore",Lahore,4.0,4.0,35000000.0,2250.0,15555.555555555555,17.370858648025116,0.9166666666666666,Other,0,0,0,0
"Pak Arab Housing Society, Lahore",Lahore,3.0,4.0,9000000.0,675.0,13333.333333333334,16.012735246411598,0.9166666666666666,Other,0,0,0,0
"Pak Arab Housing Society, Lahore",Lahore,4.0,5.0,23000000.0,1125.0,20444.444444444445,16.951004817371683,0.9166666666666666,Other,0,0,0,0
"Dha Phase 7 - Block R, Dha Phase 7",Lahore,5.0,7.0,95000000.0,4500.0,21111.11111111111,18.36938746009113,7.0,DHA,7,0,0,7
"Dha Phase 6 - Block D, Dha Phase 6",Lahore,5.0,6.0,102500000.0,4500.0,22777.777777777777,18.445373366298835,7.0,DHA,6,0,1,6
"Venus Housing Scheme, Lahore",Lahore,4.0,5.0,45000000.0,2700.0,16666.666666666668,17.622173069956816,7.0,Other,0,0,0,0
"Divine Gardens, Lahore",Lahore,3.0,4.0,22500000.0,1125.0,20000.0,16.929025911619092,7.0,Other,0,0,0,0
"Divine Gardens, Lahore",Lahore,4.0,5.0,38500000.0,2250.0,17111.11111111111,17.46616882523204,7.0,Other,0,0,0,0
"Dha 9 Town - Block A, Dha 9 Town",Lahore,4.0,5.0,22500000.0,1125.0,20000.0,16.929025911619092,6.0,DHA,9,0,0,0
"Askari 10 - Sector S, Askari 10",Lahore,5.0,6.0,95000000.0,3375.0,28148.14814814815,18.36938746009113,5.0,Askari,0,0,0,10
"Lda Avenue, Lahore",Lahore,5.0,6.0,28200000.0,2250.0,12533.333333333334,17.154832571369333,6.0,Other,0,0,0,0
"Marghzar Officers Colony, Lahore",Lahore,3.0,3.0,12500000.0,675.0,18518.51851851852,16.341239282272525,1.0,Other,0,0,0,0
"Marghzar Officers Colony, Lahore",Lahore,5.0,5.0,50000000.0,2250.0,22222.222222222223,17.72753358339242,1.0,Other,0,0,0,0
